RecordingTime [ms],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px]
1745304310.7081275,515,188,410,189
1745304310.7581275,515,189,410,190
1745304310.8027532,514,189,410,190
1745304310.8630683,514,188,410,190
1745304310.9216971,515,188,410,189
1745304310.967817,514,188,410,189
1745304311.0122342,514,188,410,189
1745304311.07637,514,188,410,189
1745304311.1306806,514,188,410,190
1745304311.192255,513,189,410,190
1745304311.2423167,515,189,411,190
1745304311.28488,515,189,411,189
1745304311.3278675,516,189,412,189
1745304311.383458,516,189,412,190
1745304311.4374573,516,189,412,190
1745304311.4999964,516,189,412,190
1745304311.5549946,516,189,412,190
1745304311.6066828,516,189,412,189
1745304311.6585736,515,189,412,189
1745304311.7011805,515,189,412,190
1745304311.7461948,515,189,411,190
1745304311.8077798,515,189,411,190
1745304311.8688772,515,189,411,190
1745304311.924491,516,190,412,191
1745304311.981261,516,190,412,190
1745304312.0394778,516,190,412,190
1745304312.0869935,517,190,412,190
1745304312.1359873,516,190,412,190
1745304312.186501,517,190,412,191
1745304312.2295,516,190,413,191
1745304312.2745044,516,190,413,190
1745304312.3240337,517,190,412,190
1745304312.3700376,516,190,412,191
1745304312.4254873,517,190,413,190
1745304312.4774761,516,190,412,191
1745304312.5287027,517,190,412,190
1745304312.578705,517,190,413,191
1745304312.634893,517,190,412,191
1745304312.6863008,516,190,413,190
1745304312.7303004,517,190,412,190
1745304312.7733052,517,190,413,190
1745304312.8168426,517,190,413,191
1745304312.8748555,517,190,412,191
1745304312.9361396,517,190,412,191
1745304312.990557,516,189,411,190
1745304313.0355568,516,190,412,190
1745304313.0805612,516,190,411,190
1745304313.123288,516,190,411,191
1745304313.1683,516,190,412,191
1745304313.216825,516,190,412,190
1745304313.2628253,516,190,411,190
1745304313.3083622,516,189,411,190
1745304313.3543627,516,190,412,190
1745304313.3988736,516,189,412,190
1745304313.441873,516,189,412,190
1745304313.4863858,516,190,412,190
1745304313.5403993,516,189,412,190
1745304313.6044476,515,189,411,190
1745304313.6623511,515,189,411,190
1745304313.7068954,515,189,411,190
1745304313.7509975,515,189,411,190
1745304313.7987535,515,190,412,190
1745304313.8512142,515,189,411,190
1745304313.9031143,516,189,412,190
1745304313.9570813,516,190,413,191
1745304314.0048096,516,189,412,190
1745304314.0509264,517,190,412,190
1745304314.096318,516,190,413,191
1745304314.1492753,517,190,413,190
1745304314.1949532,517,189,413,190
1745304314.2409534,517,190,413,190
1745304314.2884653,517,190,413,190
1745304314.3314636,516,189,413,190
1745304314.3824792,517,190,413,190
1745304314.435991,517,190,413,191
1745304314.484805,517,191,414,191
1745304314.5395434,518,190,414,191
1745304314.5963662,518,190,414,190
1745304314.640567,518,190,414,190
1745304314.685286,518,190,414,190
1745304314.728285,518,190,414,190
1745304314.7763033,518,190,414,191
1745304314.8218992,518,189,414,190
1745304314.8671026,517,190,413,191
1745304314.911704,517,190,413,191
1745304314.962867,517,190,413,191
1745304315.018567,517,190,413,191
1745304315.0756996,517,190,413,191
1745304315.144203,517,190,413,190
1745304315.2078433,518,190,413,191
1745304315.256166,518,190,413,191
1745304315.322609,517,190,413,191
1745304315.3944182,518,190,413,190
1745304315.4453166,518,190,413,191
1745304315.4970496,517,190,413,191
1745304315.555143,517,190,413,191
1745304315.6117003,517,190,413,191
1745304315.667709,517,190,413,191
1745304315.723549,517,190,413,191
1745304315.7769625,517,189,413,190
1745304315.831703,517,189,413,190
1745304315.8776028,517,190,413,191
1745304315.9253855,517,190,413,190
1745304315.979499,517,189,412,190
1745304316.0349026,516,189,412,190
1745304316.0885925,516,188,412,189
1745304316.1424851,516,188,412,190
1745304316.1900063,516,188,412,189
1745304316.2330058,516,189,412,190
1745304316.2780142,515,188,411,189
1745304316.3207076,515,188,411,189
1745304316.3637097,515,188,411,189
1745304316.4073932,515,188,410,189
1745304316.4533942,515,189,411,190
1745304316.4989061,515,188,411,189
1745304316.5469074,515,188,411,189
1745304316.5934255,515,188,411,189
1745304316.636736,515,189,411,190
1745304316.68192,515,189,411,190
1745304316.7265594,515,189,411,190
1745304316.7726514,515,189,411,190
1745304316.8277369,515,189,411,190
1745304316.8758636,515,188,411,189
1745304316.9235911,515,188,411,190
1745304316.980471,515,188,412,189
1745304317.0352974,515,189,412,190
1745304317.0822995,516,189,412,190
1745304317.1332052,516,189,412,190
1745304317.1911223,516,189,412,190
1745304317.2413826,516,189,412,190
1745304317.2843885,517,189,412,190
1745304317.355411,517,189,412,190
1745304317.4139059,515,190,411,191
1745304317.460906,515,189,411,190
1745304317.5034192,515,190,410,190
1745304317.5494769,514,190,410,191
1745304317.6123188,514,190,410,190
1745304317.6673155,515,190,411,191
1745304317.723828,515,190,411,191
1745304317.789769,516,190,411,191
1745304317.840765,515,190,410,190
1745304317.8837683,515,190,410,190
1745304317.9281883,514,190,409,190
1745304317.9753048,513,189,409,190
1745304318.0198114,514,189,409,190
1745304318.064416,513,189,409,190
1745304318.109949,513,189,409,190
1745304318.152949,513,189,408,190
1745304318.2016318,513,188,408,189
1745304318.255632,513,189,408,190
1745304318.3012536,513,189,409,190
1745304318.3483422,513,188,409,190
1745304318.396406,513,189,409,189
1745304318.448405,514,189,409,190
1745304318.4919238,513,190,409,190
1745304318.5389247,514,189,410,190
1745304318.5861707,514,189,409,190
1745304318.6367826,514,189,410,190
1745304318.6848862,514,189,410,190
1745304318.7549467,514,189,409,190
1745304318.818177,514,189,410,190
1745304318.873314,514,189,409,190
1745304318.9219985,514,189,409,190
1745304318.9676614,514,189,409,190
1745304319.0140326,514,189,409,190
1745304319.0628085,513,190,409,190
1745304319.1154146,513,189,409,190
1745304319.1735897,513,189,408,190
1745304319.2285836,512,189,408,190
1745304319.28442,512,189,408,190
1745304319.347261,512,189,407,190
1745304319.4041092,510,189,406,190
1745304319.4521956,510,189,406,190
1745304319.5051208,510,188,406,189
1745304319.559143,510,188,406,189
1745304319.6199484,510,188,406,189
1745304319.6798496,511,186,406,188
1745304319.740531,510,187,407,188
1745304319.8032517,511,186,407,188
1745304319.8542516,511,187,407,188
1745304319.8995597,512,187,408,188
1745304319.9439785,512,188,407,188
1745304319.988193,512,188,407,189
1745304320.0399644,511,188,407,189
1745304320.0859694,511,188,407,189
1745304320.1303945,511,188,407,189
1745304320.1781473,510,187,406,189
1745304320.2226605,510,187,405,188
1745304320.270658,509,187,405,189
1745304320.3181725,509,188,405,189
1745304320.3621752,509,188,405,189
1745304320.4136853,508,187,404,189
1745304320.4576862,508,187,404,189
1745304320.5022094,507,187,403,189
1745304320.548211,505,188,401,190
1745304320.6016588,504,187,400,190
1745304320.6508532,503,187,399,190
1745304320.7073717,502,188,398,190
1745304320.7664745,500,187,398,190
1745304320.8221154,498,188,395,191
1745304320.868385,497,188,395,191
1745304320.9140627,497,188,395,191
1745304320.9570625,498,188,395,191
1745304321.0005727,498,187,396,190
1745304321.0666797,498,187,396,190
1745304321.1224189,498,187,396,190
1745304321.1753192,498,187,397,190
1745304321.2192464,499,187,397,190
1745304321.2607205,499,187,397,190
1745304321.306499,499,187,397,190
1745304321.3585508,499,187,397,189
1745304321.410519,499,187,397,190
1745304321.4605153,500,186,398,189
1745304321.5090284,499,187,397,190
1745304321.5580297,500,187,397,189
1745304321.6035457,500,187,397,190
1745304321.6547985,500,188,398,190
1745304321.7004187,501,187,398,190
1745304321.7534199,499,188,398,191
1745304321.8145933,500,187,398,190
1745304321.869497,500,187,398,190
1745304321.9179256,502,187,398,190
1745304321.962132,502,187,398,190
1745304322.013757,502,187,398,190
1745304322.0636535,500,187,398,190
1745304322.1184533,502,186,398,190
1745304322.1645572,502,188,398,190
1745304322.213965,502,187,398,191
1745304322.2640586,503,188,398,191
1745304322.3094387,503,187,399,191
1745304322.3554394,503,188,399,191
1745304322.4009497,504,189,400,191
1745304322.4452913,504,188,399,191
1745304322.4892936,504,188,400,191
1745304322.5410721,504,188,400,191
1745304322.6059916,504,188,400,191
1745304322.6646714,504,187,400,190
1745304322.7320967,504,187,401,190
1745304322.8056095,505,187,401,190
1745304322.86692,504,187,400,189
1745304322.9207022,505,187,401,189
1745304322.9765987,505,187,401,189
1745304323.0276763,506,186,401,189
1745304323.0867937,505,187,402,189
1745304323.1384344,506,186,402,189
1745304323.1944368,506,186,402,189
1745304323.2526631,506,187,402,189
1745304323.3005376,506,187,402,189
1745304323.3469272,505,186,400,189
1745304323.3919296,505,187,400,189
1745304323.436635,505,187,401,190
1745304323.4816353,504,187,400,190
1745304323.5251524,505,187,401,190
1745304323.5691552,505,187,401,190
1745304323.6147182,505,186,401,189
1745304323.6637323,505,188,401,190
1745304323.7186828,505,187,401,189
1745304323.7725747,505,187,401,189
1745304323.8172758,505,188,401,190
1745304323.8602748,505,187,401,190
1745304323.9097047,505,187,401,190
1745304323.9707203,506,187,401,190
1745304324.0259492,505,187,401,190
1745304324.0709496,506,188,401,190
1745304324.1154807,506,187,401,190
1745304324.1625044,506,188,401,190
1745304324.2216387,506,187,401,190
1745304324.2676485,506,187,402,190
1745304324.3194048,506,187,402,190
1745304324.3664312,506,188,402,190
1745304324.420622,506,187,402,190
1745304324.4712372,506,187,402,190
1745304324.5179026,506,188,401,190
1745304324.5789926,506,187,402,190
1745304324.6345243,506,188,401,190
1745304324.6931264,506,187,401,190
1745304324.7469559,505,188,401,190
1745304324.7996733,505,188,401,190
1745304324.8665693,506,188,402,191
1745304324.9210877,506,188,401,191
1745304324.9661877,506,188,403,190
1745304325.021594,506,188,402,190
1745304325.0765746,506,188,402,190
1745304325.1351438,506,188,402,190
1745304325.192061,506,188,402,190
1745304325.2388282,507,188,401,191
1745304325.2949271,506,188,402,191
1745304325.3551235,506,188,401,191
1745304325.4094293,506,189,401,190
1745304325.4583275,505,189,402,191
1745304325.501838,506,188,401,191
1745304325.5495732,505,188,401,191
1745304325.6014783,506,188,401,191
1745304325.6644797,506,188,402,191
1745304325.7129924,505,188,401,191
1745304325.7559953,505,188,402,191
1745304325.801047,506,188,402,191
1745304325.8470469,506,189,402,191
1745304325.89005,506,188,402,191
1745304325.9330788,506,188,402,191
1745304325.9803174,506,188,402,191
1745304326.0249455,506,188,402,191
1745304326.069942,506,188,402,191
1745304326.1144514,507,188,402,191
1745304326.158454,506,188,403,190
1745304326.2122982,507,188,403,190
1745304326.2682261,507,188,403,191
1745304326.3215685,507,188,403,190
1745304326.3964808,507,188,403,190
1745304326.4668112,507,189,404,190
1745304326.5252428,508,188,404,190
1745304326.5699432,508,188,404,190
1745304326.614448,508,188,403,190
1745304326.6584494,507,188,403,190
1745304326.70298,507,189,403,190
1745304326.749185,508,189,403,190
1745304326.8097682,508,189,403,190
1745304326.8569152,508,190,404,191
1745304326.9147654,507,189,403,191
1745304326.9681518,508,189,403,191
1745304327.0146644,507,189,402,190
1745304327.059664,507,189,403,191
1745304327.1026776,507,189,403,191
1745304327.1526783,506,188,402,191
1745304327.197682,506,188,402,190
1745304327.2448382,505,188,402,191
1745304327.287841,505,188,402,191
1745304327.3470597,506,188,402,191
1745304327.4074857,507,188,402,191
1745304327.4674833,507,189,403,191
1745304327.5212348,507,189,403,191
1745304327.5671237,507,189,403,190
1745304327.6116364,507,189,403,191
1745304327.655637,507,189,403,191
1745304327.6996393,508,189,403,191
1745304327.7481623,507,190,403,191
1745304327.7951598,507,189,402,191
1745304327.8406794,507,190,403,191
1745304327.887683,507,190,403,191
1745304327.931191,508,189,403,191
1745304327.978192,507,189,403,191
1745304328.0267715,507,189,403,191
1745304328.0708594,507,190,403,191
1745304328.1200316,508,190,404,191
1745304328.167183,508,190,404,191
1745304328.2177274,508,190,403,191
1745304328.2718205,508,190,403,191
1745304328.3187315,508,190,404,191
1745304328.3702416,508,190,403,191
1745304328.4187543,508,190,403,191
1745304328.464754,508,190,403,191
1745304328.5102656,507,190,403,191
1745304328.5545955,507,190,403,191
1745304328.600599,507,190,404,191
1745304328.6437154,508,190,403,191
1745304328.6908088,508,190,404,191
1745304328.7407262,508,190,403,191
1745304328.7998297,508,190,404,191
1745304328.8503463,508,190,404,191
1745304328.9015086,508,189,403,191
1745304328.9578729,508,190,403,191
1745304329.0257716,507,189,403,190
1745304329.0858707,508,190,403,191
1745304329.1435573,508,189,403,191
1745304329.1975756,508,189,403,191
1745304329.2568228,508,189,403,191
1745304329.3213506,508,189,403,191
1745304329.380464,508,189,404,191
1745304329.4368763,508,190,404,191
1745304329.485298,508,190,403,191
1745304329.5298474,509,190,404,191
1745304329.5770507,508,190,404,192
1745304329.620544,508,190,404,191
1745304329.6645458,508,190,404,191
1745304329.7080667,508,191,404,192
1745304329.757955,508,189,404,191
1745304329.8252254,508,190,403,192
1745304329.8854773,508,190,403,191
1745304329.9411767,508,190,404,191
1745304329.9886138,508,191,404,192
1745304330.0381277,508,190,403,192
1745304330.0853195,508,190,404,191
1745304330.1328738,508,191,404,192
1745304330.1818728,508,190,404,191
1745304330.2264009,508,190,404,191
1745304330.2694013,508,190,404,192
1745304330.315914,508,190,404,191
1745304330.3589134,508,190,404,192
1745304330.4283051,508,190,404,191
1745304330.502716,508,190,405,191
1745304330.5574942,508,190,404,191
1745304330.6191401,509,190,405,191
1745304330.6761343,509,190,405,191
1745304330.7206469,509,190,405,191
1745304330.7656598,509,190,406,191
1745304330.814329,510,189,406,191
1745304330.869761,510,190,406,191
1745304330.9225698,510,190,405,191
1745304330.9826744,510,190,405,191
1745304331.0375419,510,190,405,191
1745304331.1006453,510,189,405,191
1745304331.1703215,510,190,405,191
1745304331.2267437,509,190,405,191
1745304331.2734969,510,190,405,191
1745304331.3180113,509,190,405,191
1745304331.367011,509,190,405,191
1745304331.4255373,510,190,405,191
1745304331.4715369,510,190,405,191
1745304331.5190961,510,190,405,191
1745304331.5622602,509,190,404,191
1745304331.6150355,509,190,405,191
1745304331.6692085,509,190,404,191
1745304331.7317271,509,190,404,191
1745304331.7983248,508,190,404,191
1745304331.8479037,508,190,404,191
1745304331.8939662,508,190,404,191
1745304331.9385095,509,190,404,191
1745304331.9917655,509,190,404,191
1745304332.0602853,509,190,404,191
1745304332.1167996,509,190,405,191
1745304332.1608012,509,190,404,191
1745304332.2148144,510,189,404,191
1745304332.2839124,508,190,404,191
1745304332.346708,509,189,405,191
1745304332.402607,508,189,403,191
1745304332.4501452,508,189,404,191
1745304332.497147,508,190,404,191
1745304332.5489504,509,190,404,192
1745304332.6071525,509,190,404,191
1745304332.661312,508,190,404,192
1745304332.7203755,509,190,404,191
1745304332.79125,509,191,404,192
1745304332.8379865,509,191,404,192
1745304332.8839867,509,191,404,192
1745304332.9275122,509,191,404,192
1745304332.974035,509,190,404,192
1745304333.0188978,509,191,405,192
1745304333.0638952,509,191,405,192
1745304333.1092212,509,191,404,192
1745304333.1525958,509,191,405,192
1745304333.197835,510,192,405,192
1745304333.2433698,510,192,405,193
1745304333.286369,510,191,406,192
1745304333.3299031,510,192,406,193
1745304333.3819034,510,191,406,192
1745304333.4294446,511,192,406,193
1745304333.4774418,510,191,406,193
1745304333.5249527,510,191,406,192
1745304333.57107,510,191,406,192
1745304333.6220417,510,192,406,193
1745304333.6729343,510,192,406,193
1745304333.7214465,511,193,406,193
1745304333.7674592,510,193,406,194
1745304333.8119693,510,193,406,194
1745304333.8549747,510,193,406,194
1745304333.9031823,510,193,406,194
1745304333.9518673,511,193,406,194
1745304333.9938753,511,193,407,194
1745304334.041451,511,193,406,193
1745304334.0860736,510,192,406,194
1745304334.1392522,510,193,405,194
1745304334.1902704,510,193,406,194
1745304334.237811,509,193,405,194
1745304334.2948844,510,193,405,194
1745304334.3424926,509,192,405,193
1745304334.397704,509,192,405,194
1745304334.4535015,509,193,405,194
1745304334.5059342,509,193,405,194
1745304334.5636213,509,193,405,193
1745304334.6224205,509,192,405,193
1745304334.6798694,510,192,405,193
1745304334.7276914,509,191,406,192
1745304334.772799,509,191,405,192
1745304334.8211224,509,191,405,192
1745304334.8684132,509,191,406,192
1745304334.9242291,509,191,405,192
1745304334.9883275,510,190,405,192
1745304335.0470924,510,191,405,192
1745304335.1009996,510,191,405,192
1745304335.1474411,510,191,405,192
1745304335.1944401,509,191,405,192
1745304335.240216,510,191,405,192
1745304335.2832355,511,190,405,191
1745304335.3308249,510,191,405,192
1745304335.3908212,510,191,406,192
1745304335.4330468,510,191,406,192
1745304335.4773538,510,191,406,192
1745304335.523307,510,191,406,192
1745304335.5703177,510,190,405,192
1745304335.62496,510,191,406,192
1745304335.6689577,510,191,406,192
1745304335.7228932,510,191,406,193
1745304335.7767844,510,190,406,192
1745304335.8376303,511,191,406,192
1745304335.8899908,511,191,406,192
1745304335.9358382,511,191,407,192
1745304336.0003598,511,191,407,192
1745304336.0554903,512,191,407,192
1745304336.1014953,511,191,407,192
1745304336.1540205,511,191,407,192
1745304336.1990356,510,191,406,192
1745304336.2425542,511,191,406,193
1745304336.293921,511,191,406,192
1745304336.3425307,510,190,406,192
1745304336.4127002,510,191,406,192
1745304336.4765332,510,191,406,192
1745304336.5240324,510,191,406,192
1745304336.5700357,510,191,405,192
1745304336.6165607,510,191,406,192
1745304336.6645606,510,191,405,192
1745304336.718177,510,191,406,192
1745304336.7641835,510,191,405,192
1745304336.811182,510,191,405,192
1745304336.8549626,510,191,405,192
1745304336.902972,510,191,406,192
1745304336.9573648,510,191,406,193
1745304337.0119128,510,191,405,193
1745304337.0691502,510,191,405,192
1745304337.116658,510,191,405,192
1745304337.161664,510,191,405,192
1745304337.2076685,510,191,405,192
1745304337.25925,509,191,405,192
1745304337.313238,510,191,405,192
1745304337.3675485,509,191,405,192
1745304337.4135644,509,191,405,192
1745304337.4681976,509,191,404,192
1745304337.530269,509,191,405,192
1745304337.5787885,510,191,405,192
1745304337.6316473,510,191,405,192
1745304337.6847913,510,190,406,192
1745304337.7355988,510,190,405,191
1745304337.7996507,510,191,406,192
1745304337.8542545,511,191,406,192
1745304337.9133852,510,190,406,192
1745304337.9681187,510,190,406,191
1745304338.01752,510,190,406,191
1745304338.0635264,510,190,405,191
1745304338.1105707,510,190,406,191
1745304338.1561193,510,191,406,192
1745304338.2045083,510,191,406,192
1745304338.2470162,511,191,406,192
1745304338.2910287,511,191,407,192
1745304338.3345242,512,190,407,192
1745304338.3886273,512,190,407,191
1745304338.4410388,511,191,407,192
1745304338.486353,512,191,407,192
1745304338.5308876,512,191,407,192
1745304338.5809748,511,191,407,193
1745304338.6370325,511,191,407,192
1745304338.6960368,511,191,407,192
1745304338.7516804,511,191,407,192
1745304338.7960622,512,191,407,192
1745304338.8450198,511,190,406,191
1745304338.8894436,511,190,407,192
1745304338.9357479,511,191,406,193
1745304338.980471,511,190,407,192
1745304339.0269942,511,190,406,191
1745304339.0748239,511,191,406,191
1745304339.1228414,511,191,406,192
1745304339.1889322,510,191,406,192
1745304339.2356565,511,191,406,192
1745304339.2821784,510,191,406,192
1745304339.3357563,510,191,406,192
1745304339.4010525,511,190,406,192
1745304339.4625163,511,191,406,192
1745304339.5135286,511,190,406,192
1745304339.560205,512,191,406,192
1745304339.612264,511,190,407,191
1745304339.6576333,512,190,406,191
1745304339.702734,512,190,407,191
1745304339.749568,512,191,407,192
1745304339.8058417,511,190,407,191
1745304339.8686676,512,191,407,191
1745304339.9361916,511,191,407,191
1745304339.9983087,511,191,407,192
1745304340.0518181,512,191,407,192
1745304340.1039243,512,191,407,192
1745304340.15938,512,191,408,192
1745304340.2053595,512,191,408,192
1745304340.2488809,513,191,408,192
1745304340.2938802,513,191,408,192
1745304340.3415277,512,191,408,192
1745304340.420792,513,191,409,192
1745304340.4749086,513,191,409,192
1745304340.5302646,513,192,409,192
1745304340.5834699,513,192,409,192
1745304340.627878,513,191,409,192
1745304340.6731005,513,191,408,192
1745304340.7306917,513,192,408,193
1745304340.7749574,513,192,408,193
1745304340.8171723,513,192,408,192
1745304340.8590057,513,192,408,192
1745304340.9091256,513,192,408,192
1745304340.9670856,513,191,409,192
1745304341.0142963,512,192,409,192
1745304341.0599267,513,192,408,192
1745304341.1039274,513,191,408,192
1745304341.14946,513,192,408,193
1745304341.195458,512,191,408,192
1745304341.2400787,512,191,408,192
1745304341.286552,512,192,407,192
1745304341.3320606,511,192,407,193
1745304341.3790636,511,191,407,192
1745304341.4235737,512,192,407,192
1745304341.474577,511,191,407,192
1745304341.5333014,511,191,407,192
1745304341.5943532,511,191,407,192
1745304341.647962,511,191,407,192
1745304341.6922152,511,191,407,192
1745304341.746627,511,191,407,192
1745304341.7986887,511,191,407,192
1745304341.8503966,511,191,407,192
1745304341.906394,511,191,407,192
1745304341.9540303,511,191,407,192
1745304341.9962375,511,191,407,192
1745304342.0418346,512,191,407,192
1745304342.0868342,512,191,407,193
1745304342.1316423,511,191,407,192
1745304342.1866422,511,191,407,192
1745304342.237156,511,191,407,192
1745304342.2891717,512,191,407,192
1745304342.3436708,511,191,407,192
1745304342.3916707,511,191,407,192
1745304342.4452038,511,191,407,192
1745304342.507203,511,191,407,192
1745304342.5676837,512,191,407,192
1745304342.6293015,511,191,407,192
1745304342.6744967,512,191,408,192
1745304342.7267625,512,192,408,193
1745304342.7897968,512,191,408,192
1745304342.8448005,512,191,408,192
1745304342.894698,513,191,408,192
1745304342.951284,512,191,408,192
1745304343.0054593,512,191,408,192
1745304343.063071,512,191,408,192
1745304343.107265,512,191,407,192
1745304343.1590922,511,191,407,192
1745304343.2029872,511,191,407,192
1745304343.2546358,511,191,406,191
1745304343.330225,511,191,407,192
1745304343.3924458,511,191,406,192
1745304343.444112,510,191,407,192
1745304343.4902132,511,191,407,192
1745304343.5455685,511,191,406,192
1745304343.600682,511,191,407,192
1745304343.658586,511,191,407,192
1745304343.7019436,511,191,407,192
1745304343.7547593,511,191,407,192
1745304343.8039598,511,191,407,192
1745304343.8486533,511,191,407,192
1745304343.8916526,510,191,406,192
1745304343.9363577,511,191,407,192
1745304343.9832656,511,191,406,192
1745304344.0272963,511,191,407,192
1745304344.0734813,511,191,407,192
1745304344.1288967,511,191,407,192
1745304344.1769006,511,191,407,192
1745304344.2264087,511,191,406,192
1745304344.2704074,511,191,407,192
1745304344.3194125,511,191,407,192
1745304344.361973,511,191,407,192
1745304344.4089704,510,191,406,192
1745304344.4552348,510,191,406,192
1745304344.501599,511,191,406,192
1745304344.5495648,510,192,406,192
1745304344.5946724,511,192,406,193
1745304344.6434374,511,192,407,193
1745304344.693435,511,192,407,193
1745304344.73505,511,192,407,193
1745304344.7829494,512,193,408,194
1745304344.828459,511,193,407,193
1745304344.8755066,511,193,407,194
1745304344.9256127,511,193,407,194
1745304344.9829478,511,194,407,195
1745304345.0384986,511,194,407,195
1745304345.096547,511,193,407,194
1745304345.1492617,511,194,407,195
1745304345.198275,511,194,407,195
1745304345.2432282,512,193,408,194
1745304345.2997744,511,193,408,194
1745304345.351892,512,194,408,195
1745304345.4008934,511,193,408,195
1745304345.4562407,511,193,407,195
1745304345.516147,511,193,408,194
1745304345.5619955,511,193,407,194
1745304345.603993,511,193,407,195
1745304345.6527085,511,192,407,194
1745304345.6980596,510,192,406,194
1745304345.7704635,510,193,407,195
1745304345.8280838,510,193,407,195
1745304345.8730924,510,193,407,194
1745304345.9231007,510,193,407,195
1745304345.9777303,509,193,406,195
1745304346.0391102,510,193,406,195
1745304346.1105506,509,193,406,194
1745304346.1898885,510,193,406,195
1745304346.239397,509,193,406,194
1745304346.2853866,509,193,405,194
1745304346.3369238,508,192,405,194
1745304346.4090142,508,193,404,195
1745304346.4664447,507,193,404,195
1745304346.5234969,507,193,404,195
1745304346.5776389,507,193,404,195
1745304346.6336837,507,192,403,195
1745304346.6790352,506,193,404,195
1745304346.7205062,507,193,404,195
1745304346.7648954,506,193,403,195
1745304346.810898,506,193,404,195
1745304346.8537366,506,192,403,195
1745304346.898885,507,193,403,195
1745304346.9470491,506,193,403,195
1745304346.9960968,507,193,404,195
1745304347.0546694,508,192,404,194
1745304347.1035788,508,192,405,194
1745304347.1612463,508,192,404,194
1745304347.2114463,508,192,405,195
1745304347.2652898,508,191,405,194
1745304347.3134797,509,191,405,194
1745304347.35712,508,192,405,195
1745304347.4103332,508,192,405,195
1745304347.4659023,508,192,405,194
1745304347.511003,509,192,405,194
1745304347.5598445,509,192,405,194
1745304347.6060684,509,192,406,193
1745304347.6536098,509,191,406,193
1745304347.6981897,509,191,406,193
1745304347.745263,509,192,406,193
1745304347.793584,509,192,406,194
1745304347.8395581,509,192,406,193
1745304347.8947096,510,191,406,193
1745304347.949376,510,192,407,194
1745304348.0244982,511,192,407,193
1745304348.077232,510,191,407,193
1745304348.1387033,510,191,407,193
1745304348.1909657,510,191,407,194
1745304348.2432666,510,191,406,193
1745304348.2952006,510,191,406,193
1745304348.3399155,510,191,407,193
1745304348.3929946,510,192,406,194
1745304348.4514854,510,192,407,194
1745304348.5163794,509,193,406,194
1745304348.5680013,510,193,406,194
1745304348.622906,509,192,406,194
1745304348.6745172,508,193,405,194
1745304348.7264168,509,192,406,194
1745304348.7690063,509,193,406,195
1745304348.823016,509,193,406,195
1745304348.8778048,509,192,405,194
1745304348.931249,509,193,406,195
1745304349.0059671,509,193,406,195
1745304349.05971,509,193,406,194
1745304349.1108072,509,193,406,195
1745304349.1601157,509,194,406,195
1745304349.2060103,509,194,405,195
