RecordingTime [ms],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px]
1744190960.006618,358,157,299,157
1744190960.1229095,372,150,314,149
1744190960.1586435,376,147,319,147
1744190960.1925058,380,143,323,143
1744190960.2283118,385,143,329,143
1744190960.264426,391,140,333,139
1744190960.3027537,395,136,338,138
1744190960.3395548,398,135,340,137
1744190960.375644,401,135,343,137
1744190960.4116604,403,135,345,138
1744190960.44854,405,134,346,136
1744190960.485997,406,129,348,132
1744190960.520561,408,126,350,128
1744190960.5595362,410,123,350,125
1744190960.5930915,410,124,351,126
1744190960.626684,411,127,351,130
1744190960.6624577,411,130,352,134
1744190960.695505,411,132,351,135
1744190960.7330594,411,131,350,133
1744190960.768556,412,129,350,131
1744190960.8036182,412,130,351,131
1744190960.838464,413,129,352,129
1744190960.8733509,413,132,353,134
1744190960.9082432,414,134,353,137
1744190960.944302,414,138,353,140
1744190960.979442,413,140,352,142
1744190961.018405,414,142,353,142
1744190963.3938038,428,151,366,148
1744190963.4355607,428,150,366,148
1744190969.7858953,425,146,363,144
1744190969.822017,425,146,363,144
1744190969.8535335,425,146,363,144
1744190969.8903463,424,147,362,145
1744190969.929423,425,146,362,144
1744190969.966151,425,146,362,144
1744190970.0027626,425,146,362,144
1744190970.0385866,425,146,362,144
1744190970.0775125,425,146,363,144
1744190970.1097844,425,146,363,144
1744190970.1474822,424,147,362,144
1744190970.1847417,424,147,362,146
1744190970.234754,424,147,362,146
1744190970.2986329,424,148,362,146
1744190970.3399324,424,148,362,146
1744190970.448517,424,147,363,146
1744190970.484734,424,147,363,146
1744190970.5236218,425,146,362,144
1744190970.559552,425,146,362,144
1744190970.7035453,425,146,364,144
1744190970.7367709,425,147,363,146
1744190970.7725492,425,147,363,146
1744190970.8067853,425,146,362,145
1744190970.8433156,425,146,362,145
1744190970.8829172,425,148,363,149
1744190970.922973,425,148,363,149
1744190970.9589927,424,147,362,147
1744190971.000711,424,148,362,147
1744190971.0354261,424,147,362,147
1744190971.1792524,424,146,361,146
1744190971.2155924,424,146,361,146
1744190971.2484038,424,147,362,147
1744190971.2831259,424,147,362,147
1744190971.3191783,424,147,361,146
1744190971.3602643,424,147,361,146
1744190971.3981893,424,147,362,147
1744190971.4360213,424,147,362,147
1744190971.4721172,424,147,362,147
1744190971.5082393,423,146,361,146
1744190971.5419996,423,147,360,146
1744190971.5782478,423,147,360,146
1744190971.6157472,423,148,360,147
1744190971.6536071,423,148,360,147
1744190971.688166,423,148,361,148
1744190971.7264936,423,148,361,148
1744190971.7621622,423,148,361,147
1744190971.800552,422,147,360,147
1744190971.833351,423,147,360,147
1744190971.9005113,423,147,360,147
1744190971.9347017,423,147,360,147
1744190971.9723039,423,147,360,147
1744190972.0065396,423,147,360,147
1744190972.0426817,423,147,360,147
1744190972.0765355,423,147,360,147
1744190972.1141977,422,147,360,146
1744190972.1488438,422,147,360,146
1744190972.1865387,423,148,360,147
1744190972.221482,423,148,360,147
1744190972.2483673,423,148,360,147
1744190972.2889192,422,148,361,147
1744190972.3245628,422,147,360,147
1744190972.3659108,422,147,360,147
1744190972.4009678,422,147,360,146
1744190972.4373941,422,147,360,146
1744190972.4714673,422,148,360,147
1744190972.50571,422,148,360,147
1744190972.5391948,422,147,360,147
1744190972.634118,423,147,360,147
1744190972.702458,422,147,360,147
1744190972.736632,422,147,360,147
1744190972.7765253,423,147,360,147
1744190972.813174,423,147,360,147
1744190972.8487394,422,147,360,146
1744190972.887052,422,147,360,146
1744190972.929757,422,147,360,147
1744190972.9639313,422,147,360,147
1744190973.00072,423,147,360,147
1744190973.0343018,423,147,360,147
1744190973.07028,423,147,360,147
1744190973.111554,423,148,361,147
1744190973.1482723,423,147,361,147
1744190973.185746,423,147,361,147
1744190973.2227085,424,147,361,147
1744190973.2490995,424,147,361,147
1744190973.2920558,423,148,361,147
1744190973.3282313,423,148,361,147
1744190973.3970954,424,147,362,147
1744190973.4345772,423,147,361,147
1744190973.5036924,423,147,361,147
1744190973.5412877,423,147,361,147
1744190973.5805085,423,147,360,147
1744190973.6161687,423,147,360,147
1744190973.648896,423,147,360,147
1744190973.6902742,423,147,360,147
1744190973.7286813,423,147,361,147
1744190973.7637253,423,147,361,147
1744190973.7986524,423,147,361,147
1744190973.8382175,423,147,361,147
1744190973.8716307,423,147,361,147
1744190973.9069395,423,146,360,147
1744190973.94434,423,148,361,147
1744190973.9825869,423,148,361,147
1744190974.0189545,423,147,361,147
1744190974.048475,423,147,361,147
1744190974.092955,423,147,361,147
1744190974.1312568,423,147,361,147
1744190974.1683216,423,147,361,147
1744190974.2040563,422,147,360,145
1744190974.2389064,423,146,360,146
1744190974.3759289,422,146,359,146
1744190974.4123893,422,146,359,146
1744190974.4484081,422,147,360,147
1744190974.4845793,422,147,360,147
1744190974.5230515,421,147,359,146
1744190974.5573952,421,147,359,146
1744190974.592932,421,147,359,147
1744190974.6314044,421,147,359,147
1744190974.6716766,421,147,359,147
1744190974.7092588,422,147,359,147
1744190974.816933,421,146,360,146
1744190974.8485928,421,146,360,146
1744190974.8914754,421,146,360,146
1744190974.9282043,421,146,360,146
1744190974.958473,421,146,359,146
1744190975.024854,421,147,359,147
1744190975.0757418,421,146,359,146
1744190975.1147466,422,145,360,146
1744190975.148182,422,145,360,146
1744190975.178262,422,144,361,144
1744190975.2192628,422,144,361,144
1744190975.2483869,425,141,361,141
1744190975.286692,425,141,361,141
1744190975.3222861,426,140,362,140
1744190975.3595088,426,140,362,140
1744190975.3998003,426,139,361,141
1744190975.434345,426,139,361,141
1744190975.466881,426,139,361,141
1744190975.5056443,427,138,362,140
1744190975.5391364,427,137,363,138
1744190975.5758355,427,137,363,138
1744190975.6092794,429,136,363,138
1744190975.6431854,429,136,363,138
1744190975.6785548,429,135,364,136
1744190975.7179868,429,135,364,136
1744190975.7489645,431,133,366,134
1744190975.788494,432,133,366,134
1744190975.8355987,432,135,367,136
1744190975.9121096,431,137,367,140
1744190975.9484105,431,137,367,140
1744190975.9846811,430,139,366,141
1744190976.022763,430,139,366,141
1744190976.0585923,430,138,366,140
1744190976.094511,430,138,366,140
1744190976.1287997,429,138,366,140
1744190976.1583586,429,138,366,140
1744190976.2003546,430,137,366,139
1744190976.236845,430,137,366,139
1744190976.2708411,430,137,366,139
1744190976.3057442,429,136,367,137
1744190976.34041,429,135,366,136
1744190976.3773282,429,135,366,136
1744190976.416362,428,138,365,140
1744190976.4483206,428,138,365,140
1744190976.4869554,426,138,363,140
1744190976.525059,426,138,363,140
1744190976.5595968,425,138,362,141
1744190976.5967166,425,138,362,140
1744190976.6340275,425,138,362,140
1744190976.707257,425,138,362,140
1744190976.7460775,425,138,362,140
1744190976.7844062,425,138,363,140
1744190976.8186462,425,138,363,140
1744190976.8533225,424,138,362,140
1744190976.8886325,424,138,362,140
1744190976.9284172,425,139,362,141
1744190976.9584239,425,139,362,141
1744190976.99757,424,140,362,142
1744190977.0346682,424,140,362,142
1744190977.0681496,424,140,362,142
1744190977.102821,425,139,362,142
1744190977.136875,425,138,362,140
1744190977.173841,425,138,362,140
1744190977.211224,424,139,362,142
1744190977.2487783,424,139,362,142
1744190977.286327,425,140,362,142
1744190977.3249667,425,140,362,142
1744190977.3637164,425,140,363,142
1744190977.4094133,425,139,363,141
1744190977.446566,425,138,363,140
1744190977.5071356,424,140,363,141
1744190977.5453417,424,140,363,141
1744190977.5856261,424,139,362,142
1744190977.6234283,424,139,362,142
1744190977.6629066,426,139,362,142
1744190977.697291,426,139,362,142
1744190977.7365048,424,138,362,141
1744190977.7739542,425,139,362,141
1744190977.838431,424,139,362,141
1744190977.9113646,424,139,362,141
1744190977.9461458,424,139,362,141
1744190977.984098,424,140,362,142
1744190978.0191076,424,140,362,142
1744190978.0583858,423,139,362,142
1744190978.0951483,423,139,362,142
1744190978.1329439,423,139,361,141
1744190978.1581178,423,139,361,141
1744190978.2067456,424,139,361,142
1744190978.2412312,424,139,361,142
1744190978.2766433,424,139,361,142
1744190978.3107138,424,139,361,142
1744190978.3443313,424,138,362,141
1744190978.3784046,424,138,362,141
1744190978.4182029,424,139,361,142
1744190978.453588,424,139,361,142
1744190978.488541,423,139,361,141
1744190978.5220735,423,139,361,141
1744190978.558205,423,139,361,142
1744190978.5958574,423,139,361,141
1744190978.639727,423,139,361,142
1744190978.7036028,423,139,361,142
1744190978.735381,423,139,361,142
1744190978.7714036,422,139,361,142
1744190978.8083227,422,139,361,142
1744190978.843232,423,139,361,141
1744190978.8758764,423,139,361,141
1744190978.918287,422,141,362,144
1744190978.9486904,422,141,362,144
1744190978.9916716,423,140,362,142
1744190979.0263493,423,140,362,142
1744190979.0604262,423,140,362,142
1744190979.1006618,423,140,361,141
1744190979.1395013,424,140,361,142
1744190979.1782725,424,140,361,142
1744190979.2111866,423,140,362,141
1744190979.2468092,423,140,362,141
1744190979.285629,423,140,361,143
1744190979.3251052,423,140,361,143
1744190979.3586166,423,140,361,142
1744190979.395856,423,139,362,141
1744190979.4363136,423,140,362,143
1744190979.5034924,423,140,361,142
1744190979.5404506,423,140,361,142
1744190979.5797176,424,140,362,142
1744190979.6142647,424,140,362,142
1744190979.6605887,423,140,362,142
1744190979.6956162,423,140,362,142
1744190979.73389,423,140,361,143
1744190979.7684405,423,140,361,143
1744190979.8086536,423,141,362,143
1744190979.8436642,423,141,362,143
1744190979.8817737,423,141,362,143
1744190979.9234812,423,140,362,142
1744190979.9619029,424,140,362,143
1744190980.0021443,424,140,362,143
1744190980.042786,423,140,361,142
1744190980.1148174,423,140,361,142
1744190980.1525848,423,140,361,142
1744190980.1910849,423,140,361,142
1744190980.2304132,423,140,361,142
1744190980.2702677,423,140,361,142
1744190980.3091633,423,141,362,142
1744190980.3441453,423,140,361,142
1744190980.3829327,423,140,361,142
1744190980.426022,423,141,361,144
1744190980.4628747,423,141,361,144
1744190980.4988375,422,140,361,142
1744190980.534667,422,140,361,142
1744190980.5754607,422,140,361,142
1744190980.6107028,422,140,361,142
1744190980.6484618,422,140,360,142
1744190980.7021773,422,140,360,141
1744190980.7408357,422,140,360,141
1744190980.7806385,422,140,361,142
1744190980.8143954,422,140,361,142
1744190980.8485794,422,140,361,142
1744190980.8863487,422,140,361,142
1744190980.9233358,422,138,361,139
1744190980.9582825,422,138,361,139
1744190981.0023074,423,138,360,139
1744190981.0386739,423,138,360,139
1744190981.0729828,423,138,360,139
1744190981.1068888,423,141,361,142
1744190981.1416285,423,140,361,142
1744190981.1834922,423,140,361,142
1744190981.2169912,423,140,361,142
1744190981.2485876,423,140,361,142
1744190981.2886677,423,140,360,142
1744190981.3255634,423,140,360,142
1744190981.3604145,422,140,361,142
1744190981.4025333,422,139,360,141
1744190981.4386482,422,140,360,141
1744190981.5066147,422,140,360,141
1744190981.5420713,422,140,360,141
1744190981.576253,421,140,360,142
1744190981.6111045,421,140,360,142
1744190981.6465151,421,139,360,142
1744190981.6828873,421,139,360,142
1744190981.7209086,421,140,359,141
1744190981.7570705,421,140,359,141
1744190981.7945971,421,139,359,141
1744190981.8301187,421,139,359,141
1744190981.866652,421,139,359,141
1744190981.902491,421,139,360,141
1744190981.9375005,422,139,360,141
1744190981.9749968,422,139,360,141
1744190982.0091443,421,139,359,140
1744190982.0451665,421,139,359,140
1744190982.0794728,421,140,359,141
1744190982.115588,421,140,359,141
1744190982.1485472,415,143,357,143
1744190982.188993,409,143,351,139
1744190982.3811765,394,149,343,140
1744190982.4158487,394,149,343,140
1744190982.5931492,389,150,339,140
1744190982.6316547,389,150,339,140
1744190982.6668723,389,150,339,140
1744190982.701419,389,148,338,140
1744190982.7363558,389,147,338,140
1744190982.7797103,389,147,338,140
1744190982.813955,389,148,338,140
1744190982.8535206,389,148,338,140
1744190982.8902884,391,146,338,140
1744190982.9287271,391,146,338,140
1744190982.9582937,391,145,338,139
1744190983.0013602,392,146,340,140
1744190983.1044085,395,146,341,141
1744190983.1381834,395,146,341,141
1744190984.7892227,395,146,342,140
1744190984.827142,395,146,342,140
1744190985.1725028,371,147,324,135
1744190985.209714,371,147,324,135
1744190985.2482789,376,142,326,133
1744190985.2841783,376,142,326,133
1744190985.3206608,379,138,329,133
1744190985.3584535,379,138,329,133
1744190985.3994393,384,132,330,129
1744190985.4382937,384,132,330,129
1744190985.4720335,384,132,330,129
1744190985.511428,388,128,333,125
1744190985.5452447,397,120,338,120
1744190985.5801733,397,120,338,120
1744190985.6184227,411,113,347,116
1744190985.648558,411,113,347,116
1744190985.6917515,429,103,361,108
1744190985.738344,429,103,361,108
1744190985.7762487,457,90,383,97
1744190985.810309,457,90,383,97
1744190985.8489032,466,89,392,93
1744190985.898485,474,87,401,90
1744190985.937289,474,87,401,90
1744190985.974061,481,85,408,87
1744190986.0119054,481,85,408,87
1744190986.0514038,486,86,413,86
1744190986.088753,486,86,413,86
1744190986.1285284,490,86,416,85
1744190986.158303,490,86,416,85
1744190986.2003603,492,85,420,83
1744190986.2395692,492,85,420,83
1744190986.2746003,492,85,420,83
1744190986.3091893,494,83,421,82
1744190986.3448675,494,82,422,80
1744190986.3826368,494,82,422,80
1744190986.418588,496,81,425,78
1744190986.4488366,496,81,425,78
1744190986.4875996,498,81,427,78
1744190986.528397,498,81,427,78
1744190986.5618985,499,80,428,76
1744190986.6006463,500,81,429,76
1744190986.6310942,501,83,430,77
1744190986.7040462,502,84,432,78
1744190986.7436728,502,84,432,78
1744190986.7785153,503,81,433,74
1744190986.813146,503,81,433,74
1744190986.8481905,502,82,432,75
1744190986.8838258,502,82,432,75
1744190986.9202764,502,85,432,77
1744190986.948505,502,85,432,77
1744190986.991314,502,86,433,78
1744190987.025979,502,86,433,78
1744190987.0638247,502,86,433,78
1744190987.1025124,500,84,431,76
1744190987.1394591,496,82,428,74
1744190987.1753488,496,82,428,74
1744190987.210552,492,81,425,75
1744190987.24868,492,81,425,75
1744190987.288555,488,80,420,75
1744190987.3231082,488,80,420,75
1744190987.3533635,481,77,413,74
1744190987.3964844,477,76,409,76
1744190987.4382396,475,78,407,79
1744190987.511381,475,80,406,82
1744190987.5459766,475,80,406,82
1744190987.5831034,476,80,406,82
1744190987.6209288,476,80,406,82
1744190987.658414,478,80,408,80
1744190987.6927674,478,80,408,80
1744190987.7302644,482,81,411,81
1744190987.7632844,482,81,411,81
1744190987.799687,486,84,415,84
1744190987.835148,486,84,415,84
1744190987.8707707,486,84,415,84
1744190987.9068499,488,86,417,85
1744190987.9427063,491,88,420,87
1744190987.979932,491,88,420,87
1744190988.0134838,495,90,423,89
1744190988.0482042,495,90,423,89
1744190988.0837462,496,92,424,91
1744190988.1221356,496,92,424,91
1744190988.160824,494,96,421,95
1744190988.198282,490,99,416,97
1744190988.241917,482,102,409,100
1744190988.2999127,470,108,399,105
1744190988.3283522,470,108,399,105
1744190988.369543,458,114,391,110
1744190988.4044173,458,114,391,110
1744190988.4430387,452,117,385,112
1744190988.485507,452,117,385,112
1744190988.5264096,448,118,382,113
1744190988.5617216,448,118,382,113
1744190988.6015117,445,118,380,114
1744190988.6349406,445,118,380,114
1744190988.6673758,445,118,380,114
1744190988.7065754,442,119,377,116
1744190988.743148,440,122,375,119
1744190988.779481,440,122,375,119
1744190988.8161757,439,121,374,119
1744190988.8560529,439,121,374,119
1744190988.8897321,439,119,375,118
1744190988.9224443,439,119,375,118
1744190988.9491532,448,114,378,116
1744190988.999975,457,109,386,114
1744190989.035105,465,104,393,112
1744190989.103985,470,101,397,109
1744190989.143,470,101,397,109
1744190989.1834333,473,98,401,105
1744190989.2220476,473,98,401,105
1744190989.2635028,476,97,405,105
1744190989.3047671,476,97,405,105
1744190989.3404438,478,98,406,105
1744190989.3803842,481,100,408,106
1744190989.437749,484,101,411,106
1744190989.506848,484,105,410,109
1744190989.5412765,484,105,410,109
1744190989.576555,479,112,405,113
1744190989.6115038,479,112,405,113
1744190989.6482165,475,117,402,117
1744190989.6912627,475,117,402,117
1744190989.7313874,473,121,401,120
1744190989.7694073,473,121,401,120
1744190989.805471,474,122,401,121
1744190989.838475,474,122,401,121
1744190989.872448,474,122,401,121
1744190989.9034812,474,122,402,121
1744190989.9412758,474,124,402,124
1744190989.977268,474,124,402,124
1744190990.014821,473,127,401,126
1744190990.0491936,473,127,401,126
1744190990.0837247,471,127,399,125
1744190990.1192508,471,127,399,125
1744190990.151364,466,129,395,127
1744190990.1909873,464,133,391,131
1744190990.2334206,460,136,388,134
1744190990.3113725,455,138,385,136
1744190990.3503797,455,138,385,136
1744190990.3919642,454,144,383,143
1744190990.430418,454,144,383,143
1744190990.4774337,453,143,382,143
1744190990.5187078,453,143,382,143
1744190990.5505912,453,145,381,143
1744190990.6002595,452,151,381,150
1744190990.6383338,452,155,383,153
1744190990.7057939,453,155,383,154
1744190990.7439232,453,155,383,154
1744190990.7844305,453,156,385,155
1744190990.8187299,453,156,385,155
1744190990.9424663,454,158,388,157
1744190991.7902212,457,156,387,154
1744190991.838479,457,157,388,154
1744190991.9005713,457,155,388,153
1744190991.9354405,457,155,388,153
1744190991.972673,457,155,388,152
1744190992.013437,457,155,388,152
1744190992.0521822,457,155,388,152
1744190992.0874047,457,155,388,152
1744190992.1246233,457,152,388,150
1744190992.1610172,457,152,388,150
1744190992.2165682,458,150,388,149
1744190992.269596,458,150,388,149
1744190992.3053622,456,143,385,141
1744190992.3714595,454,142,383,140
1744190992.4135156,454,142,383,140
1744190992.4698844,452,142,382,140
1744190992.5172255,452,142,382,140
1744190992.5503778,451,141,380,139
1744190992.5911126,450,140,379,139
1744190992.641542,449,140,379,139
1744190992.7124374,449,139,378,137
1744190992.7500093,449,139,378,137
1744190992.7940526,449,139,379,138
1744190992.840634,449,139,379,138
1744190992.878692,448,140,378,139
1744190992.916991,448,140,378,139
1744190992.9586492,448,139,378,138
1744190993.0059402,448,138,377,138
1744190993.041677,448,139,377,139
1744190993.106525,447,140,377,139
1744190993.1411502,447,140,377,139
1744190993.1868687,446,140,377,139
1744190993.2408862,446,140,377,139
1744190993.2819817,446,140,377,139
1744190993.3263645,446,140,377,139
1744190993.365675,446,140,377,139
1744190993.407522,445,142,377,141
1744190993.444406,446,142,376,142
1744190993.507453,446,141,376,140
1744190993.5485542,446,141,376,140
1744190993.5928736,446,140,377,140
1744190993.6370223,446,140,377,140
1744190993.6800745,446,142,376,141
1744190993.7166617,446,142,376,141
1744190993.749786,446,142,377,142
1744190993.7907467,446,142,377,141
1744190993.8322923,446,142,377,141
1744190993.903584,447,142,377,142
1744190993.941743,447,142,377,142
1744190993.9846604,447,142,376,142
1744190994.0270963,447,142,376,142
1744190994.0868907,447,142,377,142
1744190994.1363246,447,142,377,142
1744190994.1910126,447,141,377,141
1744190994.2293246,447,141,377,141
1744190994.2728055,446,142,377,141
1744190994.3113058,447,142,377,141
1744190994.348542,447,142,377,141
1744190994.3883846,447,141,377,140
1744190994.4310365,447,141,377,140
1744190994.4694781,447,140,376,140
1744190994.5068283,447,140,376,140
1744190994.5490024,446,142,377,141
1744190994.5918999,446,142,377,141
1744190994.6408093,446,141,377,141
1744190994.6988015,446,142,377,141
1744190994.740887,446,142,377,141
1744190994.7906291,446,142,377,141
1744190994.8340158,446,142,377,141
1744190994.8692393,447,142,376,141
1744190994.9084382,447,142,376,141
1744190994.9425118,447,143,377,142
1744190994.9791074,447,142,377,141
1744190995.0436246,447,142,377,142
1744190995.1042018,446,142,376,142
1744190995.1414468,446,142,376,142
1744190995.1769092,446,143,376,142
1744190995.2124362,446,143,376,142
1744190995.248451,446,143,377,142
1744190995.2885916,446,143,377,142
1744190995.329104,446,142,376,141
1744190995.3797765,446,142,376,141
1744190995.429694,445,142,376,141
1744190995.485471,445,142,376,141
1744190995.533889,445,142,375,142
1744190995.583788,445,142,375,141
1744190995.6215234,445,142,375,141
1744190995.6639256,444,141,375,140
1744190995.7090247,444,141,375,140
1744190995.7496223,444,141,375,141
1744190995.7895436,444,141,375,141
1744190995.8407755,444,139,375,138
1744190995.907019,447,134,375,134
1744190995.9483669,447,134,375,134
1744190995.9941967,446,133,377,133
1744190996.0268703,446,133,377,133
1744190996.066362,447,131,377,130
1744190996.1054244,447,131,377,130
1744190996.1420922,447,129,377,129
1744190996.1776152,446,129,377,129
1744190996.235445,445,130,376,130
1744190996.3068264,444,131,375,132
1744190996.3481214,444,131,375,132
1744190996.386359,444,130,374,131
1744190996.4234257,444,130,374,131
1744190996.4536011,444,129,375,129
1744190996.4931319,444,129,375,129
1744190996.5284994,445,127,375,128
1744190996.5675814,445,127,375,128
1744190996.6045492,447,125,376,126
1744190996.6384244,447,125,376,126
1744190996.673235,447,125,376,126
1744190996.709162,451,125,379,125
1744190996.7500057,456,126,383,125
1744190996.7922447,456,126,383,125
1744190996.8319626,462,127,388,126
1744190996.9065895,464,122,391,121
1744190996.945156,464,122,391,121
1744190996.9827857,466,121,393,120
1744190997.0206144,466,121,393,120
1744190997.060385,466,121,393,120
1744190997.1025264,466,122,393,119
1744190997.137473,468,120,395,117
1744190997.178415,468,120,395,117
1744190997.2135813,469,120,396,117
1744190997.247539,469,120,396,117
1744190997.2860618,469,122,395,119
1744190997.3228362,469,122,395,119
1744190997.3592334,466,121,393,119
1744190997.3967106,463,123,390,120
1744190997.438948,460,125,388,123
1744190997.4989176,459,123,385,122
1744190997.5336452,459,123,385,122
1744190997.5759928,457,122,384,121
1744190997.6160762,457,122,384,121
1744190997.6538427,455,123,383,123
1744190997.6887305,455,123,383,123
1744190997.7270854,455,122,382,123
1744190997.7604165,455,122,382,123
1744190997.7968452,455,120,382,121
1744190997.8348525,455,120,382,121
1744190997.8686762,455,120,382,121
1744190997.9038355,456,122,383,122
1744190997.941314,456,122,383,122
1744190997.983698,456,122,383,122
1744190998.0185058,457,121,384,121
1744190998.0549655,457,121,384,121
1744190998.089629,458,122,384,122
1744190998.1325552,458,122,384,122
1744190998.1686885,457,121,385,121
1744190998.2045174,458,120,386,120
1744190998.239564,459,122,385,122
1744190998.3026316,460,123,387,122
1744190998.3411915,460,123,387,122
1744190998.37619,464,124,391,122
1744190998.4121525,464,124,391,122
1744190998.4483647,474,126,398,124
1744190998.4817123,474,126,398,124
1744190998.5223296,487,129,412,125
1744190998.5582633,487,129,412,125
1744190998.5998137,507,130,431,123
1744190998.632453,507,130,431,123
1744190998.669067,507,130,431,123
1744190998.703194,526,133,454,123
