RecordingTime [ms],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px]
1744132807261,315,300,250,299
1744132807312,315,299,250,299
1744132807358,315,300,250,299
1744132807406,315,300,250,299
1744132807453,314,300,249,300
1744132807515,314,300,250,300
1744132807564,314,300,250,300
1744132807613,314,300,249,299
1744132807660,314,300,250,300
1744132807714,314,300,249,300
1744132807757,314,300,249,300
1744132807809,314,300,249,300
1744132807850,314,300,249,299
1744132807888,313,300,249,300
1744132807936,313,300,248,299
1744132807981,313,300,248,299
1744132808015,312,300,248,300
1744132808078,311,300,247,300
1744132808124,310,300,246,299
1744132808173,306,299,244,299
1744132808223,306,299,244,299
1744132808268,303,299,241,298
1744132808320,300,299,239,298
1744132808365,298,299,238,298
1744132808411,297,299,237,298
1744132808472,296,299,237,298
1744132808501,296,299,237,298
1744132808552,296,299,236,298
1744132808594,296,299,236,298
1744132808646,297,299,237,298
1744132808685,296,299,237,298
1744132808736,296,300,237,298
1744132808781,296,301,237,300
1744132808829,297,302,237,300
1744132808881,297,302,237,300
1744132808920,297,301,236,299
1744132808973,296,301,237,299
1744132809019,296,301,237,299
1744132809059,296,300,237,299
1744132809114,296,300,237,299
1744132809153,296,300,237,299
1744132809200,296,300,236,299
1744132809252,295,300,236,299
1744132809300,295,300,236,299
1744132809354,296,300,236,299
1744132809388,295,300,236,299
1744132809437,295,300,235,299
1744132809490,295,300,235,299
1744132809534,294,300,235,299
1744132809580,294,300,235,299
1744132809640,294,300,235,299
1744132809705,294,300,235,299
1744132809740,294,300,235,299
1744132809805,294,300,234,299
1744132809857,294,300,234,299
1744132809906,294,300,234,299
1744132809948,294,300,234,299
1744132809997,293,300,234,299
1744132810044,293,300,234,299
1744132810098,293,299,234,299
1744132810141,293,299,234,299
1744132810190,293,300,234,299
1744132810239,293,300,234,299
1744132810285,292,300,233,299
1744132810334,292,300,233,299
1744132810392,292,300,233,299
1744132810445,293,300,233,299
1744132810492,292,299,233,299
1744132810535,292,300,233,299
1744132810579,292,300,233,299
1744132810624,292,300,233,299
1744132810677,293,300,234,299
1744132810730,298,299,236,299
1744132810773,305,298,239,299
1744132810819,309,297,245,300
1744132810861,309,297,245,300
1744132810909,315,297,248,300
1744132810959,322,296,254,300
1744132811053,330,295,261,300
1744132811110,333,295,265,300
1744132811155,333,295,265,300
1744132811184,337,296,268,300
1744132811232,339,296,270,300
1744132811285,339,296,270,300
1744132811332,340,297,273,301
1744132811378,344,297,275,301
1744132811439,345,297,276,300
1744132811484,346,298,276,301
1744132811533,346,298,276,301
1744132811583,346,298,276,301
1744132811631,346,298,276,301
1744132811679,346,298,277,301
1744132811718,346,298,277,301
1744132811771,346,298,276,301
1744132811822,346,298,276,301
1744132811868,346,299,276,302
1744132811921,344,299,276,302
1744132811964,342,299,274,302
1744132812012,342,299,274,302
1744132812062,342,299,273,302
1744132812109,342,299,273,302
1744132812150,342,299,273,302
1744132812199,342,300,272,302
1744132812246,342,300,272,302
1744132812301,340,299,272,302
1744132812352,339,299,270,302
1744132812394,328,301,260,301
1744132812445,321,300,253,300
1744132812484,313,301,247,300
1744132812534,313,301,247,300
1744132812575,305,301,241,299
1744132812621,305,301,241,299
1744132812669,285,299,228,297
1744132812716,278,300,223,296
1744132812778,274,299,219,296
1744132812829,274,299,219,296
1744132812873,269,299,217,296
1744132812915,269,299,217,296
1744132812973,260,299,214,297
1744132813026,257,298,211,296
1744132815267,255,292,205,288
1744132815315,265,290,212,291
1744132815368,274,290,219,292
1744132815422,274,290,219,292
1744132815468,283,289,225,292
1744132815519,289,289,229,292
1744132815568,299,290,236,293
1744132815612,303,290,239,293
1744132815661,306,291,241,293
1744132815718,306,291,241,293
1744132815749,308,290,243,292
1744132815796,310,291,245,293
1744132815842,310,291,245,293
1744132815897,311,292,247,294
1744132815934,314,294,248,295
1744132815982,315,294,249,294
1744132816039,316,294,250,294
1744132816088,316,293,251,294
1744132816124,316,293,251,294
1744132816173,316,294,250,294
1744132816221,316,294,250,294
1744132816272,315,293,250,293
1744132816317,315,293,250,293
1744132816374,314,293,249,293
1744132816429,314,293,249,293
1744132816483,313,294,248,294
1744132816533,312,295,247,294
1744132816575,311,296,247,294
1744132816622,312,296,247,295
1744132816677,312,297,247,296
1744132816733,312,297,247,296
1744132817036,317,303,252,300
1744132817116,323,305,257,301
1744132817172,323,305,256,300
1744132817225,321,305,254,299
1744132817269,321,305,254,299
1744132817315,318,305,251,299
1744132817359,315,307,247,301
1744132817404,315,307,247,301
1744132817453,310,307,244,301
1744132817497,306,305,241,300
1744132817534,303,303,238,300
1744132817591,302,304,237,300
1744132817641,300,303,236,300
1744132817684,300,303,236,300
1744132817730,298,302,233,299
1744132817788,292,300,230,296
1744132817838,269,297,217,292
1744132818023,226,285,163,273
1744132818252,217,283,157,269
1744132818306,217,283,157,270
1744132818349,216,283,156,270
1744132818397,216,283,156,270
1744132818532,212,286,154,272
1744132819516,263,292,210,291
1744132819567,307,285,240,288
1744132819612,322,285,255,289
1744132819660,333,286,266,289
1744132819711,333,286,266,289
1744132819751,338,286,275,289
1744132819789,344,286,278,289
1744132819836,344,286,278,289
1744132819885,348,287,282,289
1744132819918,349,288,284,291
1744132819966,352,290,287,291
1744132820014,352,292,288,292
1744132820070,354,291,289,293
1744132820116,354,291,289,293
1744132820169,355,292,290,293
1744132820217,355,294,293,295
1744132820275,357,295,293,296
1744132820317,358,295,292,296
1744132820380,358,294,292,296
1744132820425,358,294,292,296
1744132820479,358,294,292,295
1744132820531,358,295,292,296
1744132820578,358,295,291,296
1744132820639,358,295,292,296
1744132820693,359,295,294,295
1744132820733,359,295,294,295
1744132820780,360,295,296,296
1744132820828,362,297,300,297
1744132820884,363,297,300,298
1744132820924,363,297,299,298
1744132820989,363,297,299,298
1744132821036,362,297,299,298
1744132821087,361,297,298,297
1744132821131,361,298,297,298
1744132821181,361,297,297,298
1744132821228,362,297,297,298
1744132821280,362,297,297,298
1744132821327,363,297,298,298
1744132821361,364,299,303,300
1744132821405,364,299,303,300
1744132821453,365,298,307,301
1744132821497,366,299,309,302
1744132821549,366,296,305,300
1744132821602,365,295,303,299
1744132821646,364,296,300,299
1744132821699,364,296,300,299
1744132821744,363,296,299,299
1744132821788,363,296,299,299
1744132821836,361,297,300,300
1744132821882,361,297,299,299
1744132821938,360,297,299,299
1744132821970,360,297,299,299
1744132822014,360,297,298,299
1744132822063,360,297,298,299
1744132822126,359,297,297,299
1744132822163,359,297,297,299
1744132822210,359,297,297,299
1744132822255,358,298,295,299
1744132822312,357,298,294,299
1744132822366,357,298,294,299
1744132822413,355,297,293,298
1744132822461,351,298,289,299
1744132822515,339,298,268,297
1744132822556,330,297,260,296
1744132822605,322,296,254,294
1744132822652,317,296,250,294
1744132822710,317,296,250,294
1744132822748,314,296,248,294
1744132822797,311,296,245,295
1744132822843,310,296,245,296
1744132822901,310,297,245,296
1744132822950,310,297,245,296
1744132823005,310,296,245,296
1744132823053,310,296,245,296
1744132823104,312,300,246,298
1744132823152,315,303,249,301
1744132823210,318,302,250,301
1744132823260,318,302,250,301
1744132823319,320,302,252,301
1744132823356,320,302,253,301
1744132823405,320,302,253,301
1744132823449,320,301,253,301
1744132823512,316,299,250,299
1744132823564,316,299,250,299
1744132823613,313,298,246,298
1744132823664,305,300,240,298
1744132823719,300,295,236,294
1744132823768,295,294,234,293
1744132823814,295,294,234,293
1744132823868,293,293,231,293
1744132823919,292,293,230,292
